alue;etuus;vuosi;kuukausi;paiva;variable;val;type
Etelä-Savo;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;151;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;3648;Saajat
Etelä-Savo;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;2598;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;128;Saajat
Kainuu;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;79;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;1681;Saajat
Kainuu;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;1210;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;245;Saajat
Kanta-Häme;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;201;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;5689;Saajat
Kanta-Häme;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;3792;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;92;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;64;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;1300;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;897;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;447;Saajat
Keski-Suomi;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;329;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;9440;Saajat
Keski-Suomi;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;6628;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;224;Saajat
Kymenlaakso;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;187;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;5485;Saajat
Kymenlaakso;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;3759;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;258;Saajat
Lappi;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;194;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;4090;Saajat
Lappi;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;2806;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;776;Saajat
Pirkanmaa;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;592;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;18537;Saajat
Pirkanmaa;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;12736;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;195;Saajat
Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;135;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;3691;Saajat
Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;2185;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;272;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;202;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;5253;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;3664;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;519;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;403;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;9757;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;6653;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;405;Saajat
Pohjois-Savo;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;318;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;8312;Saajat
Pohjois-Savo;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;5753;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;369;Saajat
Päijät-Häme;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;282;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;8601;Saajat
Päijät-Häme;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;5809;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;289;Saajat
Satakunta;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;235;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;4709;Saajat
Satakunta;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;3383;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;2465;Saajat
Uusimaa;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;1988;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;70821;Saajat
Uusimaa;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;44224;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;625;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2019;8;2019-08-01;uudet saajat;513;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;13473;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2019;8;2019-08-01;aiemmin tukea saaneet;8808;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;177;Saajat
Etelä-Karjala;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;134;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;3517;Saajat
Etelä-Karjala;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;2488;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;256;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;188;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;3949;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;2715;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;238;Saajat
Etelä-Savo;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;175;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;3697;Saajat
Etelä-Savo;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;2612;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;83;Saajat
Kainuu;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;77;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;1595;Saajat
Kainuu;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;1180;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;239;Saajat
Kanta-Häme;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;200;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;5712;Saajat
Kanta-Häme;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;3807;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;77;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;58;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;1265;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;865;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;399;Saajat
Keski-Suomi;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;340;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;9345;Saajat
Keski-Suomi;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;6561;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;257;Saajat
Kymenlaakso;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;203;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;5414;Saajat
Kymenlaakso;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;3731;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;316;Saajat
Lappi;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;214;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;3907;Saajat
Lappi;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;2676;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;787;Saajat
Pirkanmaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;602;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;18497;Saajat
Pirkanmaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;12735;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;167;Saajat
Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;125;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;3791;Saajat
Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;2255;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;284;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;227;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;5090;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;3555;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;519;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;384;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;9374;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;6502;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;396;Saajat
Pohjois-Savo;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;298;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;8112;Saajat
Pohjois-Savo;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;5539;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;320;Saajat
Päijät-Häme;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;245;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;8583;Saajat
Päijät-Häme;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;5851;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;261;Saajat
Satakunta;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;214;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;4667;Saajat
Satakunta;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;3348;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;2567;Saajat
Uusimaa;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;1955;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;71805;Saajat
Uusimaa;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;44374;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;623;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2019;9;2019-09-01;uudet saajat;514;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;13607;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2019;9;2019-09-01;aiemmin tukea saaneet;8788;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;213;Saajat
Etelä-Karjala;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;177;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;3759;Saajat
Etelä-Karjala;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;2644;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;312;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;226;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;4236;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;2862;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;232;Saajat
Etelä-Savo;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;176;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;4062;Saajat
Etelä-Savo;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;2848;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;86;Saajat
Kainuu;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;63;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;1674;Saajat
Kainuu;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;1216;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;250;Saajat
Kanta-Häme;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;219;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;5955;Saajat
Kanta-Häme;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;3998;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;78;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;49;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;1325;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;919;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;484;Saajat
Keski-Suomi;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;362;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;9972;Saajat
Keski-Suomi;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;7038;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;281;Saajat
Kymenlaakso;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;227;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;5771;Saajat
Kymenlaakso;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;4001;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;305;Saajat
Lappi;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;229;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;4201;Saajat
Lappi;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;2836;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;878;Saajat
Pirkanmaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;683;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;19792;Saajat
Pirkanmaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;13521;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;225;Saajat
Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;160;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;4145;Saajat
Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;2410;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;281;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;200;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;5403;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;3750;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;618;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;501;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;10150;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;6974;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;425;Saajat
Pohjois-Savo;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;344;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;8512;Saajat
Pohjois-Savo;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;5832;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;398;Saajat
Päijät-Häme;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;319;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;8954;Saajat
Päijät-Häme;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;6081;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;321;Saajat
Satakunta;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;251;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;5038;Saajat
Satakunta;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;3623;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;3201;Saajat
Uusimaa;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;2355;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;76896;Saajat
Uusimaa;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;47156;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;722;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2019;10;2019-10-01;uudet saajat;575;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;14660;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2019;10;2019-10-01;aiemmin tukea saaneet;9500;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;176;Saajat
Etelä-Karjala;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;160;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;3785;Saajat
Etelä-Karjala;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;2687;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;275;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;209;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;4311;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;2935;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;228;Saajat
Etelä-Savo;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;171;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;4105;Saajat
Etelä-Savo;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;2892;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;125;Saajat
Kainuu;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;95;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;1719;Saajat
Kainuu;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;1247;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;292;Saajat
Kanta-Häme;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;215;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;5997;Saajat
Kanta-Häme;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;4023;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;84;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;59;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;1368;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;928;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;459;Saajat
Keski-Suomi;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;384;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;10016;Saajat
Keski-Suomi;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;7000;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;315;Saajat
Kymenlaakso;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;245;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;5817;Saajat
Kymenlaakso;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;4037;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;306;Saajat
Lappi;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;222;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;4284;Saajat
Lappi;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;2873;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;996;Saajat
Pirkanmaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;760;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;19985;Saajat
Pirkanmaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;13632;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;264;Saajat
Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;168;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;4237;Saajat
Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;2467;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;356;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;272;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;5482;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;3790;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;664;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;uudet saajat;489;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2019;11;2019-11-01;aiemmin tukea saaneet;10253;Saajat
