alue;etuus;vuosi;kuukausi;paiva;variable;val;type
Keski-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;91;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;1413;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;969;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;662;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;462;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;10899;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;7543;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;427;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;287;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;6016;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;4160;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;336;Saajat
Lappi;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;256;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;4596;Saajat
Lappi;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;3044;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;1119;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;860;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;21043;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;14241;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;261;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;175;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;4452;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;2563;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;384;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;287;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;5902;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;4098;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;855;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;594;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;11237;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;7636;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;530;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;386;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;9253;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;6357;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;481;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;355;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;9787;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;6573;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;391;Saajat
Satakunta;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;307;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;5469;Saajat
Satakunta;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;3880;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;3908;Saajat
Uusimaa;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;2812;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;82155;Saajat
Uusimaa;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;49876;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;948;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;3;2020-03-01;uudet saajat;681;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;16066;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;3;2020-03-01;aiemmin tukea saaneet;10293;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;340;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;233;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;4283;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;3020;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;448;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;287;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;4687;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;3142;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;320;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;230;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;4518;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;3134;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;141;Saajat
Kainuu;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;102;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;1927;Saajat
Kainuu;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;1374;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;408;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;283;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;6622;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;4410;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;174;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;105;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;1468;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;998;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;811;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;567;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;11268;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;7828;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;453;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;319;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;6258;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;4288;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;400;Saajat
Lappi;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;311;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;4663;Saajat
Lappi;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;3134;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;1385;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;1023;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;21605;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;14599;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;351;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;217;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;4592;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;2650;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;408;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;286;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;5914;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;4092;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;1090;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;724;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;11669;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;7930;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;648;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;473;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;9459;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;6476;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;598;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;434;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;10087;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;6770;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;498;Saajat
Satakunta;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;337;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;5566;Saajat
Satakunta;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;3979;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;6306;Saajat
Uusimaa;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;4286;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;85429;Saajat
Uusimaa;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;51809;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;1245;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;4;2020-04-01;uudet saajat;899;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;16462;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;4;2020-04-01;aiemmin tukea saaneet;10562;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;297;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;205;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;4285;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;3006;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;390;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;274;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;4733;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;3203;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;255;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;198;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;4452;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;3101;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;132;Saajat
Kainuu;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;93;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;1956;Saajat
Kainuu;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;1393;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;359;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;260;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;6660;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;4446;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;117;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;84;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;1461;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;994;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;607;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;461;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;11349;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;7873;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;372;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;292;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;6379;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;4331;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;450;Saajat
Lappi;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;326;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;4797;Saajat
Lappi;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;3254;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;1469;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;1093;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;22184;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;15050;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;332;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;224;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;4685;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;2699;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;425;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;295;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;6004;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;4157;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;930;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;683;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;12070;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;8162;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;607;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;446;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;9509;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;6545;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;628;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;446;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;10278;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;6897;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;391;Saajat
Satakunta;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;285;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;5729;Saajat
Satakunta;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;4095;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;6215;Saajat
Uusimaa;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;4398;Saajakotitaloudet
Uusimaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;89115;Saajat
Uusimaa;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;53986;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;1093;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;5;2020-05-01;uudet saajat;790;Saajakotitaloudet
Varsinais-Suomi;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;16945;Saajat
Varsinais-Suomi;Perustoimeentulotuki;2020;5;2020-05-01;aiemmin tukea saaneet;10994;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;421;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;357;Saajakotitaloudet
Etelä-Karjala;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;4515;Saajat
Etelä-Karjala;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;3194;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;524;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;422;Saajakotitaloudet
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;4973;Saajat
Etelä-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;3424;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;386;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;340;Saajakotitaloudet
Etelä-Savo;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;4441;Saajat
Etelä-Savo;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;3123;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;185;Saajat
Kainuu;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;167;Saajakotitaloudet
Kainuu;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;2003;Saajat
Kainuu;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;1470;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;470;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;390;Saajakotitaloudet
Kanta-Häme;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;6774;Saajat
Kanta-Häme;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;4568;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;180;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;143;Saajakotitaloudet
Keski-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;1535;Saajat
Keski-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;1077;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;1046;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;917;Saajakotitaloudet
Keski-Suomi;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;11896;Saajat
Keski-Suomi;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;8439;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;509;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;460;Saajakotitaloudet
Kymenlaakso;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;6467;Saajat
Kymenlaakso;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;4479;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;595;Saajat
Lappi;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;500;Saajakotitaloudet
Lappi;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;5233;Saajat
Lappi;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;3588;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;1855;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;1567;Saajakotitaloudet
Pirkanmaa;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;23015;Saajat
Pirkanmaa;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;15929;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;372;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;302;Saajakotitaloudet
Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;4773;Saajat
Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;2866;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;597;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;543;Saajakotitaloudet
Pohjois-Karjala;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;6401;Saajat
Pohjois-Karjala;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;4537;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;1518;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;1237;Saajakotitaloudet
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;12694;Saajat
Pohjois-Pohjanmaa;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;8861;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;878;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;773;Saajakotitaloudet
Pohjois-Savo;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;9941;Saajat
Pohjois-Savo;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;6911;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;679;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;600;Saajakotitaloudet
Päijät-Häme;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;10585;Saajat
Päijät-Häme;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;7202;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;524;Saajat
Satakunta;Perustoimeentulotuki;2020;6;2020-06-01;uudet saajat;447;Saajakotitaloudet
Satakunta;Perustoimeentulotuki;2020;6;2020-06-01;aiemmin tukea saaneet;5914;Saajat
