etuus;vuosi;kuukausi;paiva;alue;variable;val
Yleinen asumistuki;2020;12;2020-12-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11696
Yleinen asumistuki;2020;12;2020-12-01;Uusimaa;uudet saajaruokakunnat;2887
Yleinen asumistuki;2020;12;2020-12-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";133132
Yleinen asumistuki;2020;12;2020-12-01;Varsinais-Suomi;uudet saajaruokakunnat;671
Yleinen asumistuki;2020;12;2020-12-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";35498
Yleinen asumistuki;2021;1;2021-01-01;Etelä-Karjala;uudet saajaruokakunnat;145
Yleinen asumistuki;2021;1;2021-01-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";9278
Yleinen asumistuki;2021;1;2021-01-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;179
Yleinen asumistuki;2021;1;2021-01-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";8456
Yleinen asumistuki;2021;1;2021-01-01;Etelä-Savo;uudet saajaruokakunnat;160
Yleinen asumistuki;2021;1;2021-01-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7320
Yleinen asumistuki;2021;1;2021-01-01;Kainuu;uudet saajaruokakunnat;68
Yleinen asumistuki;2021;1;2021-01-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3892
Yleinen asumistuki;2021;1;2021-01-01;Kanta-Häme;uudet saajaruokakunnat;153
Yleinen asumistuki;2021;1;2021-01-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";9263
Yleinen asumistuki;2021;1;2021-01-01;Keski-Pohjanmaa;uudet saajaruokakunnat;59
Yleinen asumistuki;2021;1;2021-01-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2921
Yleinen asumistuki;2021;1;2021-01-01;Keski-Suomi;uudet saajaruokakunnat;402
Yleinen asumistuki;2021;1;2021-01-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";24378
Yleinen asumistuki;2021;1;2021-01-01;Kymenlaakso;uudet saajaruokakunnat;164
Yleinen asumistuki;2021;1;2021-01-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9488
Yleinen asumistuki;2021;1;2021-01-01;Lappi;uudet saajaruokakunnat;227
Yleinen asumistuki;2021;1;2021-01-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10618
Yleinen asumistuki;2021;1;2021-01-01;Pirkanmaa;uudet saajaruokakunnat;766
Yleinen asumistuki;2021;1;2021-01-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";43038
Yleinen asumistuki;2021;1;2021-01-01;Pohjanmaa;uudet saajaruokakunnat;170
Yleinen asumistuki;2021;1;2021-01-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";10565
Yleinen asumistuki;2021;1;2021-01-01;Pohjois-Karjala;uudet saajaruokakunnat;230
Yleinen asumistuki;2021;1;2021-01-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13699
Yleinen asumistuki;2021;1;2021-01-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;545
Yleinen asumistuki;2021;1;2021-01-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";29203
Yleinen asumistuki;2021;1;2021-01-01;Pohjois-Savo;uudet saajaruokakunnat;335
Yleinen asumistuki;2021;1;2021-01-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";17472
Yleinen asumistuki;2021;1;2021-01-01;Päijät-Häme;uudet saajaruokakunnat;280
Yleinen asumistuki;2021;1;2021-01-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";14402
Yleinen asumistuki;2021;1;2021-01-01;Satakunta;uudet saajaruokakunnat;216
Yleinen asumistuki;2021;1;2021-01-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11754
Yleinen asumistuki;2021;1;2021-01-01;Uusimaa;uudet saajaruokakunnat;2656
Yleinen asumistuki;2021;1;2021-01-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";133130
Yleinen asumistuki;2021;1;2021-01-01;Varsinais-Suomi;uudet saajaruokakunnat;641
Yleinen asumistuki;2021;1;2021-01-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";35361
Yleinen asumistuki;2021;2;2021-02-01;Etelä-Karjala;uudet saajaruokakunnat;153
Yleinen asumistuki;2021;2;2021-02-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";9287
Yleinen asumistuki;2021;2;2021-02-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;154
Yleinen asumistuki;2021;2;2021-02-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";8474
Yleinen asumistuki;2021;2;2021-02-01;Etelä-Savo;uudet saajaruokakunnat;190
Yleinen asumistuki;2021;2;2021-02-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7352
Yleinen asumistuki;2021;2;2021-02-01;Kainuu;uudet saajaruokakunnat;78
Yleinen asumistuki;2021;2;2021-02-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3851
Yleinen asumistuki;2021;2;2021-02-01;Kanta-Häme;uudet saajaruokakunnat;163
Yleinen asumistuki;2021;2;2021-02-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";9290
Yleinen asumistuki;2021;2;2021-02-01;Keski-Pohjanmaa;uudet saajaruokakunnat;68
Yleinen asumistuki;2021;2;2021-02-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2919
Yleinen asumistuki;2021;2;2021-02-01;Keski-Suomi;uudet saajaruokakunnat;367
Yleinen asumistuki;2021;2;2021-02-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";24410
Yleinen asumistuki;2021;2;2021-02-01;Kymenlaakso;uudet saajaruokakunnat;166
Yleinen asumistuki;2021;2;2021-02-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9487
Yleinen asumistuki;2021;2;2021-02-01;Lappi;uudet saajaruokakunnat;212
Yleinen asumistuki;2021;2;2021-02-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10646
Yleinen asumistuki;2021;2;2021-02-01;Pirkanmaa;uudet saajaruokakunnat;718
Yleinen asumistuki;2021;2;2021-02-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";43146
Yleinen asumistuki;2021;2;2021-02-01;Pohjanmaa;uudet saajaruokakunnat;164
Yleinen asumistuki;2021;2;2021-02-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";10508
Yleinen asumistuki;2021;2;2021-02-01;Pohjois-Karjala;uudet saajaruokakunnat;212
Yleinen asumistuki;2021;2;2021-02-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13739
Yleinen asumistuki;2021;2;2021-02-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;502
Yleinen asumistuki;2021;2;2021-02-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";29233
Yleinen asumistuki;2021;2;2021-02-01;Pohjois-Savo;uudet saajaruokakunnat;281
Yleinen asumistuki;2021;2;2021-02-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";17504
Yleinen asumistuki;2021;2;2021-02-01;Päijät-Häme;uudet saajaruokakunnat;254
Yleinen asumistuki;2021;2;2021-02-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";14556
Yleinen asumistuki;2021;2;2021-02-01;Satakunta;uudet saajaruokakunnat;189
Yleinen asumistuki;2021;2;2021-02-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11731
Yleinen asumistuki;2021;2;2021-02-01;Uusimaa;uudet saajaruokakunnat;2589
Yleinen asumistuki;2021;2;2021-02-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";133440
Yleinen asumistuki;2021;2;2021-02-01;Varsinais-Suomi;uudet saajaruokakunnat;574
Yleinen asumistuki;2021;2;2021-02-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";35503
Yleinen asumistuki;2021;3;2021-03-01;Etelä-Karjala;uudet saajaruokakunnat;160
Yleinen asumistuki;2021;3;2021-03-01;Etelä-Karjala;"aiemmin tukea 
saaneet ruokakunnat";9290
Yleinen asumistuki;2021;3;2021-03-01;Etelä-Pohjanmaa;uudet saajaruokakunnat;169
Yleinen asumistuki;2021;3;2021-03-01;Etelä-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";8449
Yleinen asumistuki;2021;3;2021-03-01;Etelä-Savo;uudet saajaruokakunnat;154
Yleinen asumistuki;2021;3;2021-03-01;Etelä-Savo;"aiemmin tukea 
saaneet ruokakunnat";7416
Yleinen asumistuki;2021;3;2021-03-01;Kainuu;uudet saajaruokakunnat;70
Yleinen asumistuki;2021;3;2021-03-01;Kainuu;"aiemmin tukea 
saaneet ruokakunnat";3872
Yleinen asumistuki;2021;3;2021-03-01;Kanta-Häme;uudet saajaruokakunnat;169
Yleinen asumistuki;2021;3;2021-03-01;Kanta-Häme;"aiemmin tukea 
saaneet ruokakunnat";9242
Yleinen asumistuki;2021;3;2021-03-01;Keski-Pohjanmaa;uudet saajaruokakunnat;62
Yleinen asumistuki;2021;3;2021-03-01;Keski-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";2915
Yleinen asumistuki;2021;3;2021-03-01;Keski-Suomi;uudet saajaruokakunnat;355
Yleinen asumistuki;2021;3;2021-03-01;Keski-Suomi;"aiemmin tukea 
saaneet ruokakunnat";24316
Yleinen asumistuki;2021;3;2021-03-01;Kymenlaakso;uudet saajaruokakunnat;210
Yleinen asumistuki;2021;3;2021-03-01;Kymenlaakso;"aiemmin tukea 
saaneet ruokakunnat";9489
Yleinen asumistuki;2021;3;2021-03-01;Lappi;uudet saajaruokakunnat;226
Yleinen asumistuki;2021;3;2021-03-01;Lappi;"aiemmin tukea 
saaneet ruokakunnat";10613
Yleinen asumistuki;2021;3;2021-03-01;Pirkanmaa;uudet saajaruokakunnat;673
Yleinen asumistuki;2021;3;2021-03-01;Pirkanmaa;"aiemmin tukea 
saaneet ruokakunnat";43080
Yleinen asumistuki;2021;3;2021-03-01;Pohjanmaa;uudet saajaruokakunnat;147
Yleinen asumistuki;2021;3;2021-03-01;Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";10465
Yleinen asumistuki;2021;3;2021-03-01;Pohjois-Karjala;uudet saajaruokakunnat;196
Yleinen asumistuki;2021;3;2021-03-01;Pohjois-Karjala;"aiemmin tukea 
saaneet ruokakunnat";13726
Yleinen asumistuki;2021;3;2021-03-01;Pohjois-Pohjanmaa;uudet saajaruokakunnat;546
Yleinen asumistuki;2021;3;2021-03-01;Pohjois-Pohjanmaa;"aiemmin tukea 
saaneet ruokakunnat";29098
Yleinen asumistuki;2021;3;2021-03-01;Pohjois-Savo;uudet saajaruokakunnat;302
Yleinen asumistuki;2021;3;2021-03-01;Pohjois-Savo;"aiemmin tukea 
saaneet ruokakunnat";17454
Yleinen asumistuki;2021;3;2021-03-01;Päijät-Häme;uudet saajaruokakunnat;294
Yleinen asumistuki;2021;3;2021-03-01;Päijät-Häme;"aiemmin tukea 
saaneet ruokakunnat";14579
Yleinen asumistuki;2021;3;2021-03-01;Satakunta;uudet saajaruokakunnat;217
Yleinen asumistuki;2021;3;2021-03-01;Satakunta;"aiemmin tukea 
saaneet ruokakunnat";11734
Yleinen asumistuki;2021;3;2021-03-01;Uusimaa;uudet saajaruokakunnat;2872
Yleinen asumistuki;2021;3;2021-03-01;Uusimaa;"aiemmin tukea 
saaneet ruokakunnat";133689
Yleinen asumistuki;2021;3;2021-03-01;Varsinais-Suomi;uudet saajaruokakunnat;591
Yleinen asumistuki;2021;3;2021-03-01;Varsinais-Suomi;"aiemmin tukea 
saaneet ruokakunnat";35312
