code,values,class,name,description
saapuneet_hakemukset,1482,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1081,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,517,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1642,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,559,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1760,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1246,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1006,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1318,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1784,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,599,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,689,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1282,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,826,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1884,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1297,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,700,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1747,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,850,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,696,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1158,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,601,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2129,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,954,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2099,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1788,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,753,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,846,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1470,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,838,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2680,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2152,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3780,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2081,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,980,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4217,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1883,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1514,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,579,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1801,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1111,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,660,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4002,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1849,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1267,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3805,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2541,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1195,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2710,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1490,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,972,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3231,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1025,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2347,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1639,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1056,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1494,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,933,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1570,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,555,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3679,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2062,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1312,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,591,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,774,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,466,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2863,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1502,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,537,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4262,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2639,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2039,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2369,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1681,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1129,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3162,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4089,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1294,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1738,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1270,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3156,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1652,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,547,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4827,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2414,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4800,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2184,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1431,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1011,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1190,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1745,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1103,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,651,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2819,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5757,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1327,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1605,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4102,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1046,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5175,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2746,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4682,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1781,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1211,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2754,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1822,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1173,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2226,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1133,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3213,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1432,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,518,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3370,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1070,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3867,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2615,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,947,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,633,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2798,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1662,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,655,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4446,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3005,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2131,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1516,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3079,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1752,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3735,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4576,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1909,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1317,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1256,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1557,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3665,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1948,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4233,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2734,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1330,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3801,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2489,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1598,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2905,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1617,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3209,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,658,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3971,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2444,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2452,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1624,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1886,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4484,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,2308,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6424,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3809,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1578,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4026,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,1512,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
