code,values,class,name,description
saapuneet_hakemukset,4097,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7135,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5011,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3852,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4573,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5638,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4471,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3802,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4403,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6829,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5748,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6745,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6486,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4343,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3383,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3687,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6393,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4533,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3354,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3571,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5943,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4200,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3073,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3291,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7363,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5573,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4399,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4714,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8940,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4610,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7481,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3557,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4543,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6722,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4646,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3577,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5846,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4308,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3458,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3910,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8866,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6322,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4748,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7780,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5110,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7021,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4982,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3618,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4031,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5924,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4444,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3512,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4082,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8547,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6121,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5327,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8190,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4010,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4424,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6869,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4804,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3592,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4147,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5578,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4214,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3211,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3812,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6284,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4531,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3891,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8524,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5625,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4158,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4298,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6968,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4927,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3475,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4256,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6117,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4269,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3228,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3828,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6958,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5046,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3877,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4371,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,9431,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6144,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4487,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4943,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7067,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4333,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3119,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3600,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,7024,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3547,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4405,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3167,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3934,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,8515,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,6069,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4668,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,5350,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,4491,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
saapuneet_hakemukset,3193,integer64,Saapuneet hakemukset,Saapuneet hakemukset ovat Kelan käsittelyjärjestelmään tallentuneita asiakkaiden lähettämiä etuushakemuksia
