alue;viikko;saatavuusaika_ka;vuosi;palvelukanava
Pääkaupunkiseudun asiakaspalveluyksikkö;10;11,0;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;11;6,4;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;11;5,5;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;11;3,6;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;11;5,6;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;11;3,6;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;11;10,1;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;11;6,1;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;11;5,4;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;11;4,1;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;11;9,2;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;11;6,1;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;11;10,3;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;12;4,7;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;12;4,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;12;3,4;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;12;4,6;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;12;3,4;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;12;9,5;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;12;4,8;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;12;5,6;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;12;3,2;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;12;7,4;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;12;14,0;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;12;5,4;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;13;3,2;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;13;3,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;13;1,5;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;13;3,3;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;13;5,9;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;13;10,8;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;13;2,0;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;13;3,5;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;13;2,7;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;13;5,1;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;13;15,4;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;13;2,5;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;14;1,4;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;14;1,8;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;14;0,6;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;14;1,8;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;14;4,2;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;14;1,4;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;14;2,1;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;14;3,1;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;14;2,1;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;14;4,4;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;14;12,2;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;14;2,6;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;15;1,6;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;15;2,0;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;15;1,6;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;15;2,1;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;15;5,0;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;15;3,5;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;15;3,6;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;15;2,1;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;15;3,2;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;15;4,8;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;15;6,6;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;15;2,1;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;16;1,1;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;16;2,1;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;16;1,3;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;16;1,5;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;16;2,3;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;16;2,8;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;16;2,3;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;16;2,6;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;16;1,7;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;16;4,9;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;16;3,6;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;16;1,0;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;17;1,1;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;17;1,3;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;17;0,6;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;17;1,4;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;17;1,2;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;17;1,4;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;17;1,6;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;17;2,5;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;17;1,9;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;17;6,4;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;17;4,8;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;17;1,0;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;18;1,2;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;18;1,3;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;18;0,8;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;18;1,8;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;18;1,3;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;18;1,2;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;18;2,4;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;18;3,0;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;18;2,3;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;18;5,4;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;18;6,6;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;18;1,2;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;19;1,0;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;19;1,0;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;19;0,8;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;19;1,6;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;19;1,2;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;19;1,1;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;19;2,5;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;19;2,3;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;19;2,5;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;19;5,4;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;19;6,8;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;19;1,3;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;20;1,0;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;20;0,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;20;0,6;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;20;1,4;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;20;1,1;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;20;0,8;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;20;1,6;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;20;2,4;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;20;2,5;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;20;4,3;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;20;7,3;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;20;1,3;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;21;1,5;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;21;1,3;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;21;0,9;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;21;2,5;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;21;1,5;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;21;2,2;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;21;1,9;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;21;3,3;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;21;1,9;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;21;5,1;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;21;6,6;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;21;2,2;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;22;1,1;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;22;0,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;22;0,6;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;22;1,4;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;22;1,2;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;22;1,6;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;22;1,7;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;22;2,6;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;22;2,3;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;22;4,4;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;22;5,9;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;22;1,6;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;23;1,0;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;23;1,0;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;23;0,7;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;23;1,7;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;23;2,3;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;23;0,9;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;23;1,6;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;23;3,0;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;23;2,0;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;23;4,8;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;23;5,3;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;23;1,9;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;24;1,0;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;24;0,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;24;0,7;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;24;1,5;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;24;2,1;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;24;0,7;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;24;2,5;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;24;2,5;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;24;2,3;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;24;6,5;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;24;5,1;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;24;2,3;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;25;1,3;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;25;1,2;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;25;1,0;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;25;2,0;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;25;2,2;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;25;0,9;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;25;3,0;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;25;2,7;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;25;3,4;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;25;7,0;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;25;4,6;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;25;2,3;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;26;1,0;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;26;1,0;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;26;0,7;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;26;1,5;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;26;2,2;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;26;0,6;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;26;2,3;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;26;2,1;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;26;2,4;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;26;6,1;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;26;5,2;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;26;1,5;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;27;1,0;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;27;1,1;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;27;0,7;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;27;1,3;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;27;2,7;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;27;0,6;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;27;2,0;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;27;3,1;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;27;2,1;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;27;5,2;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;27;6,0;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;27;2,0;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;28;1,2;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;28;1,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;28;1,0;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;28;1,3;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;28;2,3;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;28;0,7;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;28;2,2;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;28;2,9;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;28;2,4;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;28;6,0;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;28;6,8;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;28;2,1;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;29;1,1;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;29;1,3;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;29;1,1;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;29;1,4;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;29;1,6;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;29;0,6;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;29;2,0;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;29;3,3;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;29;2,9;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;29;4,3;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;29;5,3;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;29;1,6;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;30;1,0;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;30;0,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;30;1,2;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;30;1,4;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;30;1,2;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;30;0,5;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;30;2,1;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;30;2,3;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;30;2,4;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;30;6,1;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;30;4,4;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;30;1,3;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;31;1,1;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;31;1,2;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;31;1,3;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;31;1,3;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;31;2,5;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;31;0,6;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;31;1,9;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;31;2,9;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;31;2,6;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;31;3,9;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;31;4,6;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;31;1,4;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;32;1,2;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;32;1,0;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;32;0,8;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;32;2,0;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;32;3,1;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;32;0,8;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;32;2,1;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;32;2,1;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;32;3,0;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;32;4,6;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;32;4,9;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;32;1,5;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;33;1,1;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;33;1,0;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;33;0,8;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;33;1,8;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;33;1,7;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;33;0,7;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;33;2,1;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;33;2,4;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;33;2,6;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;33;4,3;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;33;4,5;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;33;1,7;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;34;1,2;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;34;0,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;34;0,7;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;34;1,4;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;34;1,7;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;34;0,7;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;34;1,9;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;34;2,1;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;34;2,4;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;34;3,8;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;34;4,7;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;34;1,5;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;35;1,0;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;35;0,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;35;0,6;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;35;1,3;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;35;1,4;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;35;0,7;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;35;2,0;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;35;2,3;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;35;2,7;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;35;3,5;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;35;4,2;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;35;1,1;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;36;1,2;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;36;0,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;36;1,0;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;36;1,3;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;36;1,3;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;36;1,7;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;36;1,9;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;36;2,1;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;36;3,0;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;36;2,9;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;36;4,9;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;36;1,4;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;37;1,7;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;37;0,8;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;37;0,7;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;37;1,3;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;37;1,3;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;37;1,9;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;37;2,1;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;37;2,0;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;37;4,5;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;37;2,6;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;37;4,8;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;37;1,6;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;38;1,1;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;38;0,9;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;38;0,8;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;38;1,3;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;38;1,1;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;38;1,6;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;38;2,1;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;38;1,9;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;38;3,7;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;38;3,6;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;38;4,2;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;38;1,6;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;39;2,0;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;39;0,8;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;39;0,7;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;39;1,4;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;39;0,8;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;39;1,3;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;39;1,9;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;39;2,4;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;39;3,2;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;39;3,3;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;39;4,4;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;39;1,4;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;40;1,7;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;40;1,2;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;40;1,0;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;40;1,6;2020;puhelinpalvelu
Pohjoinen asiakaspalveluyksikkö;40;1,7;2020;puhelinpalvelu
Pääkaupunkiseudun asiakaspalveluyksikkö;40;1,7;2020;puhelinpalvelu
Eteläinen asiakaspalveluyksikkö;40;2,4;2020;palvelupiste
Itäinen asiakaspalveluyksikkö;40;2,5;2020;palvelupiste
Keskinen asiakaspalveluyksikkö;40;3,6;2020;palvelupiste
Läntinen asiakaspalveluyksikkö;40;3,1;2020;palvelupiste
Pohjoinen asiakaspalveluyksikkö;40;5,1;2020;palvelupiste
Pääkaupunkiseudun asiakaspalveluyksikkö;40;1,3;2020;palvelupiste
Eteläinen asiakaspalveluyksikkö;41;1,4;2020;puhelinpalvelu
Itäinen asiakaspalveluyksikkö;41;1,3;2020;puhelinpalvelu
Keskinen asiakaspalveluyksikkö;41;0,9;2020;puhelinpalvelu
Läntinen asiakaspalveluyksikkö;41;1,3;2020;puhelinpalvelu
